Gender,Marital Status,Number of Dependents,Occupation,Income,Education Level,Customer Tenure,Customer Segment,Preferred Communication Channel,Credit Score,Credit History Length,Outstanding Loans,Churn Flag,Churn Reason,Churn Date,Balance,NumOfProducts,NumComplaints,Age
0,Married,3,Environmental health practitioner,41592.88,High School,11,Corporate,Phone,305.0,8,21004.38,0,Not Churned,,102842.93,1.0,0.0,55.0
1,Divorced,5,Chief Technology Officer,95419.05,Diploma,18,SME,Email,808.0,13,46239.39,0,Not Churned,,214022.12,3.0,1.0,50.0
0,Divorced,1,Analytical chemist,63516.36,Master's,8,Retail,Phone,374.0,3,1014.76,0,Not Churned,,66534.81,5.0,8.0,67.0
1,Divorced,2,Cabin crew,62918.76,Diploma,15,SME,Email,357.0,10,38745.75,0,Not Churned,,232900.59,5.0,0.0,54.0
1,Single,3,Land/geomatics surveyor,80365.63,Bachelor's,30,SME,Email,377.0,29,32943.6,0,Not Churned,,92493.03,5.0,9.0,66.0
1,Married,0,English as a second language teacher,94393.51,Diploma,14,Corporate,Phone,302.0,11,1839.41,0,Not Churned,,162219.93,4.0,1.0,76.0
0,Divorced,5,Tourism officer,10329.22,Diploma,7,SME,Phone,848.0,4,33896.47,0,Not Churned,,201021.02,3.0,10.0,29.0
1,Single,1,Health promotion specialist,19885.93,Diploma,28,Corporate,Email,324.0,18,24954.43,1,Service Issues,2024-07-26,61590.75,4.0,9.0,36.0
1,Divorced,1,Electrical engineer,13772.32,High School,18,Corporate,Email,647.0,21,6570.62,0,Not Churned,,43918.74,5.0,5.0,24.0
1,Divorced,2,"Journalist, magazine",67603.13,Diploma,8,Corporate,Email,439.0,25,3180.35,1,Better Offers Elsewhere,2024-02-09,3833.73,3.0,2.0,36.0
0,Single,3,"Loss adjuster, chartered",11512.16,Bachelor's,14,SME,Phone,323.0,22,7450.44,0,Not Churned,,126374.62,3.0,1.0,51.0
0,Divorced,2,Forest/woodland manager,56676.2,Diploma,18,Corporate,Phone,371.0,16,46536.32,0,Not Churned,,226178.89,2.0,9.0,36.0
1,Divorced,0,"Sound technician, broadcasting/film/video",53385.5,High School,19,Corporate,Phone,544.0,5,5301.79,0,Not Churned,,122196.78,3.0,1.0,72.0
0,Single,0,Physiotherapist,41394.16,Bachelor's,11,Corporate,Email,826.0,14,8305.73,1,Relocation,2024-02-19,19541.58,3.0,9.0,47.0
0,Single,5,Ambulance person,97962.59,Bachelor's,27,Retail,Phone,474.0,30,23239.08,1,Service Issues,2024-04-26,9868.88,2.0,8.0,76.0
1,Single,2,Glass blower/designer,69579.55,Diploma,28,Retail,Email,395.0,15,24715.48,0,Not Churned,,81510.82,5.0,0.0,66.0
1,Divorced,1,Paramedic,29706.39,Bachelor's,29,SME,Phone,580.0,14,27057.64,1,Relocation,2024-08-06,39225.85,1.0,9.0,74.0
1,Single,1,Catering manager,35034.58,Diploma,3,Retail,Phone,712.0,24,17853.81,0,Not Churned,,197742.76,1.0,6.0,29.0
0,Divorced,5,IT trainer,23358.67,Master's,29,Corporate,Email,677.0,28,11210.21,0,Not Churned,,46105.03,4.0,9.0,58.0
0,Married,3,Production engineer,41769.03,Bachelor's,8,Retail,Email,773.0,3,17835.41,0,Not Churned,,145847.22,3.0,5.0,59.0
1,Single,2,Community development worker,62678.49,Master's,5,SME,Phone,559.0,25,41347.22,0,Not Churned,,68882.31,1.0,6.0,26.0
0,Divorced,3,Clinical embryologist,82997.94,High School,3,SME,Phone,334.0,12,16538.39,0,Not Churned,,163703.24,1.0,10.0,30.0
0,Divorced,3,Financial controller,43071.92,High School,7,SME,Email,445.0,10,2756.27,0,Not Churned,,36815.51,4.0,6.0,29.0
0,Single,4,"Conservator, museum/gallery",74503.13,High School,29,Retail,Email,647.0,28,48052.85,0,Not Churned,,133041.2,5.0,10.0,43.0
1,Single,0,Osteopath,37590.11,High School,10,Corporate,Phone,551.0,22,28111.26,0,Not Churned,,85728.18,5.0,6.0,54.0
0,Single,3,Building surveyor,43427.98,Bachelor's,7,Corporate,Phone,387.0,11,31456.52,0,Not Churned,,77157.79,1.0,1.0,58.0
1,Divorced,3,Data processing manager,93543.25,Diploma,17,Corporate,Phone,833.0,2,14435.59,0,Not Churned,,157596.2,3.0,5.0,49.0
0,Married,0,"Scientist, forensic",35804.83,High School,26,Retail,Email,396.0,22,30709.92,0,Not Churned,,172807.16,3.0,1.0,46.0
0,Single,5,Chief Executive Officer,7123.69,Diploma,10,Retail,Email,472.0,25,8775.77,0,Not Churned,,140429.76,3.0,1.0,73.0
1,Married,0,Ship broker,27208.82,Bachelor's,2,Corporate,Email,727.0,25,10627.97,0,Not Churned,,103380.43,3.0,5.0,58.0
1,Single,3,Press photographer,97800.24,Bachelor's,26,Corporate,Phone,440.0,14,1253.39,1,Better Offers Elsewhere,2024-02-24,39500.42,1.0,2.0,63.0
0,Married,4,Sales executive,81908.67,Master's,11,Retail,Phone,623.0,30,48727.87,0,Not Churned,,143975.69,4.0,8.0,51.0
1,Divorced,4,Training and development officer,82542.39,Diploma,1,Corporate,Phone,371.0,21,13336.7,1,Account Closure,2024-03-23,61683.12,3.0,8.0,61.0
0,Single,3,Industrial buyer,94543.4,High School,11,SME,Phone,608.0,5,3950.04,0,Not Churned,,78129.76,5.0,6.0,50.0
0,Single,5,Cartographer,84204.11,Bachelor's,19,SME,Phone,799.0,24,40203.94,0,Not Churned,,228409.95,1.0,1.0,57.0
1,Single,3,English as a foreign language teacher,47577.08,High School,10,Corporate,Phone,587.0,28,17798.98,0,Not Churned,,179786.89,4.0,0.0,60.0
0,Married,3,Broadcast engineer,48632.07,Bachelor's,22,SME,Email,327.0,26,43564.63,0,Not Churned,,207355.5,1.0,8.0,71.0
0,Single,5,Airline pilot,52024.62,Master's,20,Corporate,Phone,745.0,15,11283.59,0,Not Churned,,29038.8,2.0,6.0,46.0
1,Married,2,"Conservation officer, historic buildings",5233.18,Bachelor's,25,SME,Phone,490.0,9,37107.46,1,Service Issues,2024-08-01,4362.09,1.0,9.0,39.0
0,Single,4,Multimedia specialist,61417.9,Master's,15,Corporate,Phone,770.0,22,11685.29,0,Not Churned,,112675.98,2.0,1.0,57.0
0,Divorced,5,Editorial assistant,58869.12,High School,4,Retail,Phone,561.0,25,20214.34,0,Not Churned,,208900.25,1.0,7.0,44.0
1,Single,1,Call centre manager,38625.51,Master's,5,Retail,Email,456.0,23,23651.11,0,Not Churned,,26915.93,3.0,1.0,46.0
1,Married,3,Ship broker,33984.96,Bachelor's,24,Retail,Phone,317.0,23,49481.51,0,Not Churned,,163172.4,5.0,9.0,59.0
1,Single,5,Electrical engineer,89291.76,Bachelor's,21,Corporate,Email,742.0,7,26988.81,0,Not Churned,,228985.1,3.0,5.0,26.0
0,Married,5,Science writer,47223.49,Diploma,4,Retail,Phone,846.0,5,27716.73,0,Not Churned,,118933.17,5.0,6.0,33.0
0,Divorced,4,Optometrist,29995.59,Master's,29,SME,Email,781.0,22,11008.29,0,Not Churned,,67808.94,4.0,9.0,59.0
0,Married,3,"Surveyor, planning and development",26574.7,Bachelor's,25,Corporate,Email,739.0,12,10617.22,0,Not Churned,,58636.92,1.0,7.0,44.0
1,Divorced,4,Chief Operating Officer,12506.56,High School,14,Corporate,Email,355.0,23,41138.62,0,Not Churned,,87005.51,3.0,10.0,27.0
0,Divorced,5,Retail buyer,76627.23,Bachelor's,17,SME,Email,520.0,17,10390.65,0,Not Churned,,225851.38,3.0,1.0,39.0
0,Divorced,4,"Presenter, broadcasting",18972.68,High School,28,SME,Phone,842.0,10,18369.25,0,Not Churned,,123275.83,4.0,10.0,36.0
1,Married,1,"Restaurant manager, fast food",34759.01,Master's,7,SME,Phone,613.0,11,48630.41,0,Not Churned,,12144.7,4.0,4.0,77.0
0,Married,5,Research scientist (maths),74755.45,Diploma,9,Corporate,Phone,434.0,15,21661.19,0,Not Churned,,113347.39,4.0,8.0,72.0
1,Single,3,Immigration officer,64718.69,High School,17,Corporate,Email,368.0,19,47998.98,0,Not Churned,,97060.83,5.0,2.0,67.0
0,Single,5,Learning disability nurse,27521.79,Bachelor's,22,Corporate,Phone,381.0,2,5673.79,0,Not Churned,,47131.45,2.0,2.0,57.0
1,Divorced,2,"Sound technician, broadcasting/film/video",41939.79,Master's,28,SME,Phone,494.0,9,41662.15,0,Not Churned,,184025.58,4.0,10.0,75.0
0,Single,3,Computer games developer,61146.16,High School,25,Retail,Email,739.0,5,12912.37,0,Not Churned,,112121.3,3.0,9.0,54.0
0,Married,0,"Pilot, airline",67152.21,Master's,18,Corporate,Phone,532.0,3,40829.15,0,Not Churned,,204909.59,5.0,9.0,35.0
1,Single,0,Facilities manager,31062.56,Diploma,11,SME,Email,628.0,21,29935.03,0,Not Churned,,140436.77,2.0,1.0,52.0
0,Divorced,0,Stage manager,80260.93,Master's,18,SME,Phone,331.0,18,5968.08,0,Not Churned,,136690.67,1.0,7.0,72.0
1,Married,0,"Engineer, agricultural",57751.7,Master's,25,Retail,Email,835.0,25,37532.07,0,Not Churned,,207716.21,5.0,2.0,47.0
0,Married,4,"Surveyor, building control",90666.09,Bachelor's,1,SME,Phone,521.0,20,46682.21,0,Not Churned,,246495.74,1.0,8.0,59.0
0,Married,0,Hydrogeologist,38100.51,Bachelor's,29,Retail,Email,471.0,4,41121.35,0,Not Churned,,128586.44,3.0,1.0,69.0
1,Single,5,Freight forwarder,44615.13,High School,29,Corporate,Email,477.0,19,44490.67,0,Not Churned,,113440.76,5.0,6.0,58.0
1,Divorced,0,Ecologist,79233.23,Master's,17,Retail,Email,396.0,3,32563.32,1,Better Offers Elsewhere,2024-08-03,36564.86,3.0,7.0,74.0
0,Divorced,3,Set designer,98006.16,Bachelor's,26,SME,Email,546.0,7,40162.74,0,Not Churned,,173730.97,2.0,0.0,26.0
1,Single,1,Publishing rights manager,70539.46,Bachelor's,20,Corporate,Phone,730.0,14,31592.05,0,Not Churned,,93723.11,2.0,5.0,65.0
0,Single,0,Environmental health practitioner,95897.53,High School,3,Retail,Phone,379.0,17,6348.26,0,Not Churned,,175113.46,5.0,7.0,64.0
0,Divorced,1,Recycling officer,35040.96,Master's,15,SME,Phone,472.0,9,29750.47,0,Not Churned,,95161.18,3.0,3.0,60.0
1,Divorced,1,Leisure centre manager,89338.05,High School,6,Retail,Email,306.0,17,36629.88,0,Not Churned,,57496.77,1.0,0.0,73.0
0,Married,4,Editorial assistant,24252.27,Diploma,11,Corporate,Phone,618.0,18,41535.58,0,Not Churned,,218160.29,3.0,6.0,73.0
0,Single,0,Soil scientist,50725.72,High School,24,SME,Email,793.0,2,29142.51,0,Not Churned,,163594.37,1.0,4.0,58.0
0,Single,1,Community arts worker,57593.29,Master's,21,Retail,Email,407.0,24,26246.0,0,Not Churned,,159742.57,5.0,4.0,49.0
0,Married,4,Musician,99119.91,Bachelor's,29,Corporate,Email,426.0,2,18509.13,0,Not Churned,,95918.32,1.0,0.0,47.0
1,Single,1,"Surveyor, planning and development",6079.01,Diploma,14,SME,Email,312.0,16,20963.87,0,Not Churned,,171368.1,4.0,9.0,53.0
1,Married,2,"Research officer, trade union",28920.65,High School,2,SME,Email,359.0,11,9772.48,0,Not Churned,,22554.39,4.0,1.0,36.0
0,Divorced,5,"Clinical scientist, histocompatibility and immunogenetics",77187.29,Master's,5,SME,Email,382.0,6,4843.66,0,Not Churned,,55408.22,4.0,2.0,41.0
0,Married,5,Medical sales representative,94861.74,Diploma,11,Retail,Email,796.0,4,25868.09,0,Not Churned,,103868.33,1.0,0.0,58.0
0,Single,4,Museum/gallery conservator,27267.8,High School,19,Retail,Email,460.0,22,5089.23,0,Not Churned,,62413.71,3.0,2.0,22.0
0,Divorced,0,"Producer, radio",42754.09,Bachelor's,26,Corporate,Email,549.0,18,28831.72,0,Not Churned,,164555.09,3.0,0.0,48.0
0,Married,3,Multimedia programmer,16474.64,Master's,29,Corporate,Phone,810.0,19,5753.04,0,Not Churned,,71125.12,4.0,9.0,44.0
0,Divorced,1,Field seismologist,35205.17,Diploma,2,Corporate,Email,427.0,18,5501.86,0,Not Churned,,34350.5,2.0,1.0,58.0
0,Divorced,3,Legal secretary,33628.03,High School,8,Retail,Phone,365.0,19,3763.42,0,Not Churned,,75782.99,3.0,5.0,48.0
1,Divorced,4,Environmental manager,43069.96,High School,26,SME,Phone,561.0,27,36173.84,1,Account Closure,2024-07-22,27874.19,1.0,9.0,73.0
1,Divorced,3,"Therapist, sports",38613.94,High School,26,SME,Phone,627.0,6,10831.85,0,Not Churned,,139705.8,4.0,3.0,57.0
0,Married,3,Technical brewer,41483.35,Diploma,14,Retail,Email,614.0,14,18783.0,0,Not Churned,,120618.15,5.0,2.0,61.0
1,Divorced,0,"Engineer, biomedical",33238.62,Diploma,29,Corporate,Email,479.0,12,10404.4,1,Better Offers Elsewhere,2024-04-16,20217.72,3.0,6.0,31.0
0,Single,1,Arts administrator,56408.25,Diploma,13,Corporate,Email,847.0,17,6260.19,0,Not Churned,,234209.6,2.0,6.0,66.0
0,Married,0,Homeopath,76223.55,High School,22,Corporate,Email,711.0,19,10412.07,0,Not Churned,,99203.67,3.0,10.0,34.0
1,Married,3,Sales executive,53217.83,Master's,4,Corporate,Phone,486.0,7,37031.43,0,Not Churned,,75135.88,4.0,8.0,75.0
0,Single,1,"Engineer, water",48803.84,Bachelor's,3,Retail,Phone,533.0,23,49799.33,0,Not Churned,,89625.65,1.0,0.0,64.0
0,Divorced,5,"Lecturer, higher education",74571.49,Bachelor's,26,SME,Phone,740.0,6,46834.42,0,Not Churned,,45706.62,3.0,5.0,59.0
0,Married,0,Dancer,71148.29,Bachelor's,12,Retail,Phone,586.0,18,25586.03,0,Not Churned,,151524.26,1.0,10.0,56.0
0,Single,5,Financial controller,96342.94,High School,23,SME,Phone,419.0,20,46057.92,1,Account Closure,2024-07-31,20585.57,1.0,3.0,68.0
0,Married,2,Health physicist,26117.53,Bachelor's,20,Corporate,Email,415.0,4,40480.78,0,Not Churned,,152560.62,3.0,10.0,28.0
1,Married,1,Mining engineer,99826.64,Diploma,25,SME,Email,443.0,6,41427.59,0,Not Churned,,230879.95,4.0,7.0,63.0
1,Divorced,4,"Engineer, building services",81609.36,Diploma,1,Retail,Phone,505.0,12,49618.3,0,Not Churned,,223002.17,1.0,7.0,49.0
1,Married,1,Heritage manager,74943.99,Master's,8,SME,Phone,748.0,7,39894.97,0,Not Churned,,232218.15,2.0,6.0,77.0
0,Divorced,2,Artist,91334.88,High School,3,Retail,Phone,664.0,2,17102.93,0,Not Churned,,193017.54,3.0,9.0,48.0
1,Divorced,2,Tree surgeon,93713.89,Diploma,8,Corporate,Email,520.0,15,20989.69,1,Account Closure,2024-03-07,1712.2,3.0,5.0,44.0
1,Single,0,Theatre director,96956.87,High School,11,Corporate,Email,479.0,16,2398.88,0,Not Churned,,102086.04,5.0,8.0,57.0
1,Divorced,5,Careers adviser,5988.45,High School,27,SME,Email,362.0,18,5723.76,0,Not Churned,,87670.43,4.0,4.0,23.0
0,Single,5,Sports development officer,72858.38,Bachelor's,30,Retail,Phone,523.0,23,3149.56,0,Not Churned,,118139.07,2.0,3.0,30.0
1,Divorced,4,"Geologist, engineering",9738.97,High School,29,SME,Phone,714.0,7,42245.76,0,Not Churned,,87293.05,2.0,9.0,68.0
1,Married,3,Armed forces logistics/support/administrative officer,93847.18,Master's,24,SME,Phone,523.0,25,7915.92,0,Not Churned,,176134.91,3.0,1.0,46.0
1,Single,0,Broadcast journalist,14478.45,Master's,16,Retail,Email,694.0,26,13501.19,0,Not Churned,,148259.16,3.0,6.0,34.0
1,Divorced,0,"Production assistant, radio",54007.84,Diploma,30,Retail,Phone,341.0,15,25802.72,1,Account Closure,2024-05-12,13028.5,3.0,1.0,24.0
1,Married,4,"Editor, commissioning",35453.95,Master's,25,Corporate,Email,649.0,20,7804.27,0,Not Churned,,102985.3,3.0,5.0,60.0
0,Married,0,Magazine features editor,70103.41,High School,1,SME,Email,357.0,14,34572.26,0,Not Churned,,152981.45,1.0,9.0,27.0
1,Divorced,2,"Scientist, research (physical sciences)",39568.15,Master's,9,SME,Email,766.0,11,39538.34,0,Not Churned,,248751.16,1.0,3.0,77.0
0,Divorced,4,Best boy,82174.37,Diploma,5,SME,Phone,749.0,3,46684.89,0,Not Churned,,52519.3,3.0,10.0,21.0
0,Divorced,2,Charity fundraiser,51850.7,Bachelor's,15,Corporate,Phone,366.0,24,31645.56,1,Better Offers Elsewhere,2024-07-28,71334.95,3.0,9.0,38.0
1,Divorced,5,Homeopath,27747.02,High School,12,Corporate,Phone,849.0,29,16859.87,0,Not Churned,,1315.49,2.0,0.0,58.0
1,Divorced,1,Risk analyst,40985.2,Master's,6,Corporate,Phone,644.0,1,44218.61,0,Not Churned,,153548.54,1.0,0.0,29.0
0,Divorced,3,"Investment banker, corporate",9828.44,High School,3,Corporate,Phone,474.0,1,14526.56,0,Not Churned,,163050.93,2.0,1.0,40.0
0,Divorced,5,"Designer, graphic",81460.15,High School,25,Retail,Phone,843.0,7,13667.34,0,Not Churned,,107691.48,2.0,8.0,32.0
1,Divorced,3,Water quality scientist,56499.45,Master's,18,Corporate,Email,675.0,22,3803.75,0,Not Churned,,63703.22,4.0,5.0,33.0
0,Single,0,Air cabin crew,68696.05,Master's,10,Corporate,Email,517.0,12,2647.14,0,Not Churned,,112384.02,2.0,4.0,59.0
1,Single,5,Plant breeder/geneticist,80884.06,High School,28,SME,Email,725.0,4,14303.5,0,Not Churned,,158555.88,2.0,7.0,46.0
1,Married,3,Diagnostic radiographer,69995.41,Diploma,22,Retail,Phone,715.0,8,18235.28,0,Not Churned,,15757.98,3.0,2.0,24.0
1,Divorced,2,"Scientist, clinical (histocompatibility and immunogenetics)",61236.95,High School,15,Retail,Email,786.0,20,21183.21,1,Account Closure,2024-01-30,1315.68,1.0,5.0,39.0
0,Divorced,3,Dealer,53793.0,Bachelor's,4,SME,Email,695.0,26,17797.18,1,Better Offers Elsewhere,2024-03-21,44168.94,3.0,10.0,40.0
1,Single,1,Civil Service administrator,32687.19,Master's,22,Corporate,Phone,474.0,3,43578.61,0,Not Churned,,215516.11,5.0,7.0,61.0
0,Single,3,Medical laboratory scientific officer,70765.13,Bachelor's,13,Retail,Email,582.0,25,44660.39,0,Not Churned,,11903.31,5.0,4.0,58.0
0,Divorced,4,"Accountant, chartered management",92684.66,Diploma,2,Corporate,Phone,694.0,7,31389.69,0,Not Churned,,150458.75,2.0,8.0,26.0
1,Divorced,5,Chartered loss adjuster,38396.92,Bachelor's,12,Corporate,Phone,710.0,7,33867.52,0,Not Churned,,230394.36,5.0,3.0,30.0
1,Single,5,Patent examiner,67047.96,Bachelor's,15,Retail,Email,663.0,9,26485.04,0,Not Churned,,247644.9,2.0,0.0,41.0
0,Single,0,Retail banker,65177.98,High School,11,SME,Phone,480.0,2,6101.1,0,Not Churned,,128386.25,1.0,2.0,43.0
0,Married,3,Consulting civil engineer,67576.98,High School,8,Retail,Email,477.0,3,23330.04,1,Account Closure,2024-03-30,31668.19,2.0,10.0,62.0
0,Single,3,Facilities manager,5780.49,Diploma,11,Corporate,Email,624.0,19,3977.89,1,Service Issues,2024-03-31,13061.49,3.0,7.0,32.0
0,Single,3,"Sound technician, broadcasting/film/video",36930.55,High School,19,SME,Phone,828.0,12,26453.49,0,Not Churned,,145440.91,5.0,4.0,38.0
1,Married,1,Hospital doctor,29987.08,Diploma,18,Retail,Phone,716.0,29,5088.74,0,Not Churned,,97420.17,3.0,7.0,47.0
1,Single,0,"Designer, textile",79119.25,Diploma,6,SME,Phone,523.0,30,46256.87,1,Better Offers Elsewhere,2024-05-28,14028.02,2.0,10.0,53.0
1,Divorced,3,Hydrologist,24695.53,Bachelor's,30,SME,Email,506.0,23,13657.31,0,Not Churned,,212882.65,1.0,3.0,66.0
1,Divorced,3,"Conservator, furniture",77780.24,Diploma,7,Retail,Phone,455.0,19,9406.44,0,Not Churned,,137079.1,2.0,4.0,76.0
0,Married,0,Tour manager,33621.38,Diploma,27,Corporate,Email,347.0,6,16703.2,0,Not Churned,,191034.03,3.0,8.0,20.0
0,Married,4,Oncologist,22375.2,Bachelor's,18,SME,Email,587.0,30,30325.32,0,Not Churned,,235368.62,2.0,1.0,49.0
0,Single,4,"Sales professional, IT",24755.92,High School,23,SME,Email,413.0,16,36629.68,0,Not Churned,,129851.34,5.0,0.0,66.0
0,Married,5,Tax inspector,66116.27,Diploma,20,Corporate,Phone,488.0,28,29062.09,0,Not Churned,,46832.54,4.0,8.0,34.0
1,Single,1,Dancer,87743.75,High School,20,SME,Email,771.0,3,10354.03,0,Not Churned,,13363.76,5.0,8.0,64.0
0,Single,1,Geochemist,5031.06,Diploma,18,SME,Email,361.0,11,28974.74,0,Not Churned,,184649.22,4.0,5.0,51.0
0,Married,0,Office manager,84105.08,Bachelor's,30,SME,Email,494.0,12,32958.05,0,Not Churned,,215226.09,1.0,3.0,66.0
1,Married,4,Risk manager,65879.85,Master's,4,SME,Phone,518.0,20,34550.4,0,Not Churned,,147807.05,2.0,8.0,56.0
0,Divorced,2,"Programmer, systems",75319.73,Bachelor's,7,Retail,Phone,537.0,7,41227.97,0,Not Churned,,186222.09,2.0,1.0,50.0
1,Divorced,2,Production engineer,71607.87,Bachelor's,25,Corporate,Phone,363.0,9,14034.03,0,Not Churned,,152088.43,3.0,1.0,66.0
1,Married,1,Curator,88643.87,Master's,24,Corporate,Email,583.0,6,31246.98,0,Not Churned,,136451.13,4.0,6.0,24.0
1,Married,0,Tax adviser,28214.13,Master's,23,SME,Email,355.0,5,26088.25,0,Not Churned,,114224.41,2.0,7.0,50.0
0,Single,1,"Surveyor, insurance",52346.48,Master's,3,SME,Email,504.0,25,18005.3,0,Not Churned,,212192.32,1.0,10.0,66.0
1,Married,4,Meteorologist,41359.49,High School,10,Corporate,Email,551.0,2,27890.4,0,Not Churned,,48752.25,2.0,1.0,61.0
1,Married,4,Armed forces training and education officer,51642.63,Bachelor's,6,SME,Phone,788.0,12,23446.0,0,Not Churned,,199527.97,1.0,2.0,60.0
0,Single,3,"Psychologist, prison and probation services",59618.67,Master's,26,Retail,Phone,812.0,12,35341.84,0,Not Churned,,70094.81,1.0,8.0,35.0
0,Married,4,Contractor,41758.13,Bachelor's,27,SME,Phone,592.0,5,37518.28,0,Not Churned,,96422.33,4.0,3.0,50.0
1,Single,2,Estate manager/land agent,22115.54,High School,14,Retail,Email,459.0,27,40007.77,0,Not Churned,,229773.3,3.0,0.0,56.0
0,Single,1,"Psychologist, occupational",49353.66,High School,29,SME,Phone,542.0,17,12805.56,0,Not Churned,,180280.98,1.0,4.0,27.0
1,Divorced,4,Music therapist,74873.91,Bachelor's,13,SME,Phone,333.0,5,49414.93,0,Not Churned,,151475.11,4.0,4.0,63.0
0,Divorced,3,Psychiatrist,31356.79,Diploma,16,SME,Phone,534.0,10,18227.34,0,Not Churned,,208389.03,5.0,0.0,67.0
0,Divorced,4,Animal technologist,30446.07,Diploma,29,Retail,Email,439.0,12,42635.44,0,Not Churned,,242908.57,2.0,10.0,52.0
0,Single,0,Museum/gallery conservator,33445.67,Diploma,28,Retail,Email,410.0,1,12384.86,0,Not Churned,,107488.01,5.0,8.0,56.0
0,Married,4,Dance movement psychotherapist,50340.76,Bachelor's,12,Corporate,Email,584.0,9,9107.41,0,Not Churned,,30284.78,4.0,5.0,36.0
1,Divorced,0,Facilities manager,79415.81,Diploma,17,Corporate,Email,765.0,7,41579.11,0,Not Churned,,239898.57,5.0,10.0,59.0
0,Divorced,3,Retail buyer,42319.28,High School,16,Corporate,Email,639.0,10,7794.0,0,Not Churned,,186678.17,3.0,1.0,63.0
0,Divorced,4,"Scientist, biomedical",82478.76,Diploma,19,Retail,Email,718.0,13,29632.33,0,Not Churned,,135426.07,1.0,3.0,29.0
0,Married,2,Database administrator,27088.14,Bachelor's,24,SME,Email,730.0,5,5078.77,0,Not Churned,,104416.3,4.0,7.0,48.0
1,Single,5,Local government officer,43518.84,Master's,6,Corporate,Phone,462.0,14,26471.56,0,Not Churned,,205170.88,4.0,10.0,38.0
1,Married,2,"Librarian, public",57374.07,Master's,2,Corporate,Email,649.0,10,8431.6,0,Not Churned,,85730.9,3.0,7.0,37.0
1,Divorced,3,Museum education officer,23629.17,Diploma,10,Corporate,Email,580.0,25,44326.44,0,Not Churned,,246939.79,4.0,3.0,67.0
1,Married,1,"Nurse, learning disability",27408.41,Master's,2,SME,Email,468.0,20,29804.09,0,Not Churned,,159169.92,1.0,3.0,22.0
0,Divorced,1,Solicitor,27252.53,Bachelor's,2,Retail,Phone,792.0,4,42932.81,0,Not Churned,,218699.35,2.0,3.0,28.0
1,Single,5,IT sales professional,93834.64,Master's,7,SME,Email,455.0,18,45577.38,0,Not Churned,,188861.34,3.0,5.0,75.0
0,Married,3,Museum/gallery conservator,66759.58,High School,1,SME,Email,478.0,29,45598.22,0,Not Churned,,159672.77,3.0,3.0,33.0
1,Divorced,3,Ophthalmologist,61028.68,Bachelor's,19,Corporate,Phone,325.0,16,31410.84,0,Not Churned,,230986.75,5.0,3.0,23.0
0,Divorced,2,Production manager,45149.74,High School,20,Corporate,Phone,509.0,11,9327.06,0,Not Churned,,47713.98,2.0,0.0,63.0
1,Single,5,Health physicist,35639.95,Master's,27,SME,Email,704.0,13,6057.62,0,Not Churned,,201456.89,4.0,2.0,49.0
0,Married,3,Commissioning editor,99805.83,High School,16,Retail,Email,796.0,27,12656.15,0,Not Churned,,113851.91,1.0,5.0,29.0
0,Single,2,Accounting technician,51226.2,Bachelor's,19,Retail,Email,800.0,30,21711.02,0,Not Churned,,200351.12,4.0,4.0,50.0
1,Single,3,Quantity surveyor,93228.08,Diploma,11,Corporate,Email,815.0,14,2455.59,0,Not Churned,,104721.25,1.0,5.0,37.0
1,Married,4,Trading standards officer,28453.45,High School,5,Corporate,Email,589.0,19,20681.49,1,Account Closure,2024-02-29,26842.64,2.0,8.0,19.0
0,Divorced,5,Geographical information systems officer,24275.03,Bachelor's,2,SME,Phone,791.0,15,17741.71,0,Not Churned,,238174.73,1.0,6.0,45.0
1,Married,0,"Designer, jewellery",54101.89,High School,6,Retail,Phone,348.0,19,42619.42,1,Relocation,2024-01-13,21654.21,1.0,1.0,58.0
1,Married,3,"Administrator, local government",46510.72,Bachelor's,24,Retail,Phone,355.0,6,39366.71,1,Relocation,2024-02-01,2638.65,1.0,10.0,25.0
1,Single,4,"Horticulturist, commercial",16392.97,Diploma,21,Retail,Email,636.0,29,21770.18,0,Not Churned,,35447.84,5.0,0.0,68.0
0,Single,4,Energy engineer,10985.0,Bachelor's,22,SME,Phone,461.0,14,3068.9,0,Not Churned,,152424.17,4.0,10.0,63.0
0,Divorced,4,Airline pilot,35378.95,Bachelor's,30,Retail,Email,805.0,21,10223.34,0,Not Churned,,73076.1,5.0,7.0,62.0
1,Married,5,Fisheries officer,12790.51,High School,11,Corporate,Phone,792.0,15,37439.65,0,Not Churned,,89871.13,2.0,0.0,39.0
1,Divorced,5,"Scientist, product/process development",72639.46,Diploma,9,Retail,Email,670.0,2,41408.6,0,Not Churned,,243105.43,3.0,6.0,46.0
1,Divorced,1,"Designer, multimedia",17067.04,Diploma,10,SME,Phone,590.0,4,30168.19,0,Not Churned,,34989.76,4.0,2.0,66.0
1,Married,3,"Journalist, magazine",80175.02,Master's,3,Corporate,Email,420.0,27,11118.44,0,Not Churned,,197685.45,5.0,1.0,45.0
0,Single,1,Medical laboratory scientific officer,67018.85,Diploma,3,SME,Email,598.0,27,7308.55,0,Not Churned,,154107.78,3.0,4.0,53.0
1,Single,2,Editorial assistant,58122.79,Bachelor's,6,SME,Phone,840.0,13,18553.68,0,Not Churned,,85415.47,5.0,9.0,77.0
