Gender,Marital Status,Number of Dependents,Occupation,Income,Education Level,Customer Tenure,Customer Segment,Preferred Communication Channel,Credit Score,Credit History Length,Outstanding Loans,Churn Flag,Churn Reason,Balance,NumOfProducts,NumComplaints,Age,Days Since Churn,Debt-to-Income Ratio,Products per Tenure,Complaints per Product
0,0,0,140,75059.05,1,27,2,1,683.0,4,42670.11,0,2,158730.71,5.0,0.0,72.0,-1.0,0.5684796373037321,0.17857142857142858,0.0
0,0,1,65,16230.56,1,9,0,0,596.0,2,9115.0,1,1,70884.74,1.0,10.0,26.0,380.0,0.5615603182934974,0.1,5.0
1,0,4,511,44538.64,3,9,0,0,703.0,3,24701.82,0,2,186469.86,3.0,6.0,50.0,-1.0,0.5546030457363373,0.3,1.5
0,1,4,29,89340.23,3,17,0,1,525.0,5,7731.01,0,2,157478.88,2.0,0.0,33.0,-1.0,0.08653350754181469,0.1111111111111111,0.0
1,1,1,569,14832.33,0,16,1,1,727.0,8,20343.78,0,2,130282.09,1.0,9.0,72.0,-1.0,1.3714910947171,0.058823529411764705,4.5
1,2,2,276,44930.2,3,11,1,0,651.0,19,28714.45,0,2,44156.96,4.0,10.0,42.0,-1.0,0.6390759650309807,0.3333333333333333,2.0
0,2,2,455,32002.08,2,6,0,1,706.0,1,34739.53,0,2,203728.86,4.0,2.0,73.0,-1.0,1.0855058325636155,0.5714285714285714,0.4
0,0,2,505,93568.26,1,15,0,0,407.0,9,24792.08,0,2,225728.55,3.0,4.0,56.0,-1.0,0.2649596673095416,0.1875,1.0
1,1,1,626,26594.12,2,13,2,1,756.0,11,48633.73,0,2,192916.15,3.0,2.0,38.0,-1.0,1.8286711998291418,0.21428571428571427,0.5
0,0,3,201,40362.88,1,10,2,0,847.0,11,42074.75,0,2,179262.01,3.0,3.0,24.0,-1.0,1.0423861630745113,0.2727272727272727,0.75
0,2,2,86,12775.04,1,2,2,1,439.0,21,47096.61,0,2,112773.85,5.0,9.0,67.0,-1.0,3.6863229921008385,1.6666666666666667,1.5
1,0,5,381,31351.56,3,17,1,1,590.0,21,45489.63,0,2,119143.69,4.0,3.0,53.0,-1.0,1.4509064012635648,0.2222222222222222,0.6
1,1,0,530,70082.22,0,14,0,1,653.0,28,14426.66,0,2,42219.73,2.0,3.0,59.0,-1.0,0.20585041611957897,0.13333333333333333,1.0
0,2,4,12,27176.97,0,14,0,0,586.0,21,34573.97,0,2,135219.95,4.0,6.0,62.0,-1.0,1.2721321717552856,0.26666666666666666,1.2
1,0,4,125,91604.66,0,16,2,1,439.0,2,14942.75,0,2,248543.26,5.0,4.0,72.0,-1.0,0.16312037924294198,0.29411764705882354,0.6666666666666666
1,2,4,334,18463.15,2,26,1,1,418.0,3,43662.79,0,2,202334.93,4.0,2.0,53.0,-1.0,2.364733280438038,0.14814814814814814,0.4
1,0,2,574,85823.53,1,26,0,1,727.0,22,17656.92,0,2,134224.71,3.0,5.0,67.0,-1.0,0.2057327899144918,0.1111111111111111,1.25
1,0,5,370,63009.17,2,7,1,0,459.0,18,12919.09,0,2,144763.4,3.0,7.0,46.0,-1.0,0.20503182264069436,0.375,1.75
0,2,0,493,93410.88,0,22,1,0,723.0,30,46508.55,0,2,107494.41,4.0,4.0,58.0,-1.0,0.49788688547966276,0.17391304347826086,0.8
0,0,5,518,33648.05,2,5,0,0,628.0,17,2582.64,0,2,206320.96,3.0,7.0,25.0,-1.0,0.07675224114796703,0.5,1.75
0,1,2,485,36295.18,0,8,2,1,525.0,3,31463.11,0,2,228736.19,3.0,6.0,64.0,-1.0,0.8668435631518248,0.3333333333333333,1.5
0,0,1,554,38294.76,1,17,1,1,586.0,13,29935.53,1,4,26584.1,2.0,5.0,42.0,363.0,0.7816930647152582,0.1111111111111111,1.6666666666666667
1,0,3,153,8360.84,3,10,1,0,777.0,27,31607.22,0,2,11185.75,3.0,2.0,48.0,-1.0,3.77993599494848,0.2727272727272727,0.5
1,0,5,600,55319.08,0,27,1,1,687.0,29,2415.33,0,2,29718.38,5.0,8.0,74.0,-1.0,0.04366099976717314,0.17857142857142858,1.3333333333333333
1,1,0,37,93528.23,0,6,0,0,545.0,21,21737.37,0,2,18287.67,4.0,0.0,52.0,-1.0,0.23241258374520993,0.5714285714285714,0.0
1,2,0,505,91654.14,3,2,0,0,738.0,16,10347.86,0,2,46279.09,5.0,6.0,49.0,-1.0,0.11289994210908412,1.6666666666666667,1.0
0,2,0,603,20243.66,2,2,0,1,691.0,25,40766.71,1,0,3729.65,2.0,5.0,49.0,453.0,2.013701884842719,0.6666666666666666,1.6666666666666667
0,0,5,261,96930.85,3,2,2,0,725.0,19,2916.2,0,2,100418.16,1.0,10.0,43.0,-1.0,0.03008505460279567,0.3333333333333333,5.0
0,0,4,204,12008.29,2,1,1,0,370.0,13,29280.1,0,2,228852.01,2.0,6.0,76.0,-1.0,2.4381208214640497,1.0,2.0
1,1,2,57,19013.67,0,15,2,1,387.0,11,21702.64,0,2,111493.42,2.0,0.0,22.0,-1.0,1.1413629581791322,0.125,0.0
1,2,0,551,85556.67,2,25,1,1,347.0,27,36442.22,1,1,71815.5,2.0,6.0,71.0,447.0,0.4259374992329735,0.07692307692307693,2.0
0,2,3,547,20966.18,2,24,0,0,424.0,11,4395.94,0,2,133028.32,1.0,5.0,42.0,-1.0,0.20965814191512638,0.04,2.5
0,1,0,117,46837.81,2,25,1,1,436.0,9,3410.98,0,2,173314.27,4.0,0.0,73.0,-1.0,0.07282379718869886,0.15384615384615385,0.0
1,2,1,501,5462.41,2,30,0,0,423.0,10,22101.27,0,2,33874.38,5.0,5.0,74.0,-1.0,4.045325172374031,0.16129032258064516,0.8333333333333334
1,2,5,152,88523.89,3,1,2,0,417.0,4,30127.28,1,3,342.21,1.0,1.0,34.0,290.0,0.34032552878631084,0.5,0.5
0,1,0,69,5872.56,3,9,1,1,679.0,2,45370.1,0,2,99114.84,3.0,6.0,23.0,-1.0,7.724463528081776,0.3,1.5
1,2,1,273,98473.81,1,26,1,0,630.0,18,1210.37,0,2,64395.71,3.0,10.0,61.0,-1.0,0.01229116359808158,0.1111111111111111,2.5
0,2,2,613,41656.74,1,20,0,0,682.0,27,48535.97,0,2,189012.41,2.0,8.0,62.0,-1.0,1.1651128937863648,0.09523809523809523,2.6666666666666665
0,2,5,45,32411.81,0,15,2,1,548.0,16,38364.78,0,2,204078.16,1.0,5.0,49.0,-1.0,1.183630175847142,0.0625,2.5
1,1,1,237,69253.46,3,14,1,1,583.0,30,27900.08,0,2,188048.49,4.0,8.0,32.0,-1.0,0.40286329573575475,0.26666666666666666,1.6
1,2,5,528,42001.12,0,13,1,1,663.0,13,49326.28,0,2,164996.68,3.0,10.0,57.0,-1.0,1.1743759600705868,0.21428571428571427,2.5
1,1,3,525,31156.12,3,13,0,0,676.0,8,37395.5,0,2,68957.38,4.0,7.0,74.0,-1.0,1.2002232555512191,0.2857142857142857,1.4
0,0,3,217,30836.04,3,7,0,0,751.0,1,36768.1,0,2,229264.44,5.0,10.0,74.0,-1.0,1.1923355808469294,0.625,1.6666666666666667
1,2,1,125,94202.65,2,10,0,0,773.0,16,6496.3,0,2,175115.27,1.0,7.0,39.0,-1.0,0.06896017298692779,0.09090909090909091,3.5
0,2,0,389,21649.69,1,3,1,1,421.0,20,47248.53,0,2,100439.38,2.0,1.0,60.0,-1.0,2.182310586868132,0.5,0.3333333333333333
0,1,4,60,23120.15,0,24,2,1,544.0,21,20316.62,0,2,117985.94,2.0,5.0,57.0,-1.0,0.8787028326878203,0.08,1.6666666666666667
1,0,4,385,66797.96,2,15,0,1,685.0,28,41392.02,0,2,247727.42,1.0,3.0,31.0,-1.0,0.6196506652199375,0.0625,1.5
1,2,2,478,33393.77,1,27,0,0,740.0,17,48572.42,0,2,38673.59,2.0,5.0,63.0,-1.0,1.454491826115287,0.07142857142857142,1.6666666666666667
0,0,3,518,39064.26,0,29,0,0,458.0,16,19017.55,0,2,81216.19,3.0,4.0,70.0,-1.0,0.4868148836075838,0.1,1.0
0,1,4,329,20886.86,2,21,2,1,358.0,30,43207.95,0,2,154862.73,5.0,7.0,33.0,-1.0,2.068567579445668,0.22727272727272727,1.1666666666666667
1,1,5,198,73936.78,1,7,0,0,740.0,24,37440.25,0,2,52232.97,3.0,6.0,19.0,-1.0,0.5063750899743,0.375,1.5
1,1,3,296,20635.51,3,8,2,0,820.0,30,30856.68,0,2,56060.25,2.0,6.0,39.0,-1.0,1.4952470160894455,0.2222222222222222,2.0
1,2,3,26,30232.78,3,27,1,0,312.0,6,11998.51,0,2,156357.39,5.0,4.0,73.0,-1.0,0.3968577531489612,0.17857142857142858,0.6666666666666666
0,0,1,129,10897.98,0,15,1,1,693.0,28,49460.14,0,2,113140.49,4.0,7.0,44.0,-1.0,4.538052184699853,0.25,1.4
1,2,5,469,82037.91,2,1,2,0,581.0,2,26313.23,0,2,73315.61,4.0,0.0,47.0,-1.0,0.32074085333410696,2.0,0.0
1,2,1,476,35868.52,2,24,1,1,570.0,10,33955.45,0,2,227603.52,5.0,9.0,24.0,-1.0,0.9466379812163642,0.2,1.5
0,1,4,417,62468.92,3,21,1,1,568.0,23,4903.61,0,2,134333.45,2.0,2.0,58.0,-1.0,0.07849553833268876,0.09090909090909091,0.6666666666666666
1,1,5,6,85671.05,1,23,0,0,684.0,16,31686.57,0,2,95555.54,5.0,6.0,73.0,-1.0,0.3698588979719757,0.20833333333333334,1.0
0,0,3,524,64361.67,0,1,0,1,335.0,25,49378.73,0,2,83635.49,4.0,3.0,46.0,-1.0,0.7671951769558348,2.0,0.6
1,0,5,135,25543.97,3,30,1,1,681.0,8,7876.67,0,2,145828.95,2.0,2.0,27.0,-1.0,0.3083452437015976,0.06451612903225806,0.6666666666666666
0,1,1,356,95868.53,0,13,1,1,568.0,13,44493.62,0,2,43102.38,5.0,10.0,33.0,-1.0,0.4641059573359753,0.35714285714285715,1.6666666666666667
1,1,5,10,66704.89,2,18,0,0,844.0,1,40283.38,0,2,223589.41,2.0,5.0,36.0,-1.0,0.6038953981425028,0.10526315789473684,1.6666666666666667
0,1,5,136,34369.64,0,21,2,1,442.0,7,1805.62,0,2,189939.92,2.0,6.0,66.0,-1.0,0.052533790467678226,0.09090909090909091,2.0
1,0,1,258,87973.22,0,21,0,0,688.0,20,31790.99,0,2,81042.33,4.0,9.0,65.0,-1.0,0.36136711413866474,0.18181818181818182,1.8
0,0,0,357,83400.03,2,17,0,0,844.0,29,15840.99,0,2,162127.14,2.0,0.0,44.0,-1.0,0.1899375823056382,0.1111111111111111,0.0
1,0,4,616,85743.72,1,4,2,1,799.0,18,5476.49,0,2,32111.46,2.0,7.0,26.0,-1.0,0.06386970532996084,0.4,2.3333333333333335
0,0,1,307,36353.6,0,9,0,1,355.0,25,8977.14,1,0,11293.52,5.0,4.0,58.0,379.0,0.2469327127791256,0.5,0.6666666666666666
0,1,4,566,52133.98,2,13,0,0,311.0,30,34422.5,0,2,105309.21,5.0,4.0,43.0,-1.0,0.6602572783187027,0.35714285714285715,0.6666666666666666
1,2,3,523,24366.4,3,14,2,0,386.0,21,33905.03,0,2,220941.88,5.0,5.0,64.0,-1.0,1.3914094240665806,0.3333333333333333,0.8333333333333334
0,2,5,201,95045.85,1,10,2,0,329.0,3,2618.34,0,2,125035.17,5.0,4.0,42.0,-1.0,0.027547888225648718,0.45454545454545453,0.6666666666666666
1,1,3,395,48670.64,3,29,1,0,446.0,26,36148.76,0,2,196386.51,2.0,6.0,51.0,-1.0,0.7427068411912975,0.06666666666666667,2.0
0,1,4,73,84972.49,0,1,0,0,432.0,24,1167.88,0,2,14378.54,4.0,1.0,40.0,-1.0,0.01374405123291982,2.0,0.2
1,2,0,449,97342.12,0,4,0,0,744.0,19,36935.12,0,2,128795.58,4.0,2.0,58.0,-1.0,0.3794322598248341,0.8,0.4
1,1,0,47,83389.08,3,4,1,1,432.0,30,7501.42,0,2,166637.16,5.0,0.0,23.0,-1.0,0.08995578370952516,1.0,0.0
1,2,1,133,78597.26,3,6,2,0,416.0,10,43559.23,0,2,217203.69,3.0,3.0,39.0,-1.0,0.5542009454153312,0.42857142857142855,0.75
1,2,1,161,59859.53,1,26,2,0,300.0,2,20609.5,0,2,246806.34,1.0,5.0,51.0,-1.0,0.34429197335873907,0.037037037037037035,2.5
0,0,0,19,5625.34,3,12,0,0,621.0,24,9299.78,0,2,20682.86,4.0,1.0,47.0,-1.0,1.652900464600433,0.3076923076923077,0.2
0,2,1,490,60521.62,1,1,1,1,371.0,7,1503.55,0,2,164187.15,1.0,6.0,25.0,-1.0,0.02484277779117956,0.5,3.0
1,2,5,140,89739.7,0,19,0,0,508.0,18,29347.69,0,2,188885.74,4.0,1.0,67.0,-1.0,0.3270276474331045,0.2,0.2
1,1,3,455,14693.05,3,19,0,1,555.0,7,45820.97,0,2,110743.7,3.0,10.0,64.0,-1.0,3.1183349723187277,0.15,2.5
0,2,5,293,10758.49,3,9,2,0,644.0,29,39100.93,0,2,152073.48,2.0,8.0,72.0,-1.0,3.6340876751593245,0.2,2.6666666666666665
1,1,3,191,9183.5,0,3,2,0,352.0,8,49533.09,0,2,221559.91,5.0,1.0,75.0,-1.0,5.393117752735587,1.25,0.16666666666666666
1,1,4,226,14699.44,1,4,0,0,423.0,16,37197.5,1,0,49157.21,5.0,10.0,65.0,426.0,2.530366438011379,1.0,1.6666666666666667
0,0,2,422,66125.18,1,30,0,1,665.0,29,24972.31,0,2,212561.08,3.0,3.0,74.0,-1.0,0.37764634219003734,0.0967741935483871,0.75
1,0,2,368,93881.42,0,24,1,1,693.0,17,10247.79,0,2,15449.65,4.0,4.0,41.0,-1.0,0.10915557992646548,0.16,0.8
1,1,2,395,31764.4,2,13,1,1,767.0,30,28640.48,0,2,136716.45,3.0,4.0,51.0,-1.0,0.901625038563972,0.21428571428571427,1.0
0,0,2,190,94600.8,2,19,2,1,542.0,20,1699.12,0,2,17541.68,5.0,5.0,33.0,-1.0,0.017960757617719744,0.25,0.8333333333333334
1,2,1,624,83249.28,3,21,1,0,362.0,21,22956.79,0,2,231504.03,5.0,7.0,20.0,-1.0,0.27575630976856774,0.22727272727272727,1.1666666666666667
0,1,3,479,55141.47,2,25,0,1,384.0,21,21070.53,0,2,147752.89,2.0,1.0,76.0,-1.0,0.38211073968939,0.07692307692307693,0.3333333333333333
0,2,0,410,73964.43,0,3,0,0,523.0,3,14904.75,0,2,142079.35,2.0,4.0,76.0,-1.0,0.2015096782375226,0.5,1.3333333333333333
0,1,2,25,88616.7,2,10,2,0,543.0,18,2667.75,0,2,159578.77,5.0,1.0,73.0,-1.0,0.03010403113599202,0.45454545454545453,0.16666666666666666
0,2,5,323,52864.01,2,30,2,1,546.0,4,4148.2,0,2,113203.93,1.0,4.0,71.0,-1.0,0.07846778048467218,0.03225806451612903,2.0
0,1,4,336,21574.97,0,4,1,0,334.0,21,40147.5,0,2,244719.23,5.0,4.0,74.0,-1.0,1.860750640643271,1.0,0.6666666666666666
1,1,5,506,57845.47,0,22,1,0,354.0,6,24731.61,1,3,48225.18,2.0,7.0,56.0,485.0,0.4275387936377103,0.08695652173913043,2.3333333333333335
1,0,1,395,76782.13,3,19,0,1,393.0,29,36891.04,0,2,193994.6,2.0,10.0,21.0,-1.0,0.48045762135510756,0.1,3.3333333333333335
0,0,3,163,62119.74,0,27,0,0,489.0,25,15222.97,0,2,185475.88,3.0,3.0,63.0,-1.0,0.2450545502194597,0.10714285714285714,0.75
0,1,1,636,97295.05,2,6,0,1,649.0,10,1098.66,0,2,149049.45,2.0,1.0,46.0,-1.0,0.011291928089578148,0.2857142857142857,0.3333333333333333
0,2,5,562,67117.02,1,4,0,0,381.0,2,47975.94,0,2,150486.52,2.0,7.0,24.0,-1.0,0.714799691647638,0.4,2.3333333333333335
0,0,1,479,43713.56,2,9,2,1,775.0,4,21956.79,0,2,209967.93,4.0,5.0,69.0,-1.0,0.5022763582659874,0.4,1.0
0,0,2,364,49274.96,0,24,2,1,677.0,21,41792.02,0,2,4223.57,3.0,0.0,36.0,-1.0,0.8481218833686852,0.12,0.0
1,2,0,157,60055.86,3,28,0,1,528.0,5,46833.5,0,2,185442.59,4.0,1.0,64.0,-1.0,0.7798193245534315,0.13793103448275862,0.2
1,0,0,456,63237.61,1,17,0,0,779.0,15,9698.25,0,2,208494.56,2.0,5.0,67.0,-1.0,0.15335963266744793,0.1111111111111111,1.6666666666666667
1,2,5,252,94935.21,1,28,1,1,521.0,7,21216.61,0,2,116841.12,5.0,6.0,37.0,-1.0,0.22348279966095128,0.1724137931034483,1.0
0,0,2,516,82963.97,3,21,1,0,519.0,28,36984.26,0,2,131371.85,5.0,9.0,74.0,-1.0,0.4457816353094565,0.22727272727272727,1.5
1,0,5,598,71822.42,1,24,1,1,743.0,21,11445.97,0,2,157311.75,2.0,7.0,36.0,-1.0,0.15936264243613016,0.08,2.3333333333333335
0,2,1,346,66905.9,0,7,2,1,444.0,15,37964.76,0,2,218617.89,3.0,5.0,27.0,-1.0,0.5674266779659498,0.375,1.25
1,2,5,560,97562.58,3,17,0,1,516.0,7,5470.53,0,2,71539.51,3.0,3.0,44.0,-1.0,0.05607143567302471,0.16666666666666666,0.75
0,2,3,538,18649.17,2,13,2,0,445.0,4,20014.25,0,2,138411.45,3.0,10.0,76.0,-1.0,1.0731403520718579,0.21428571428571427,2.5
1,2,0,386,13352.14,1,26,0,0,306.0,29,1546.11,1,1,31118.0,2.0,1.0,73.0,415.0,0.11578624952632864,0.07407407407407407,0.3333333333333333
1,2,3,406,11221.38,2,10,2,1,632.0,17,33908.85,0,2,71576.23,1.0,5.0,41.0,-1.0,3.021538212037019,0.09090909090909091,2.5
1,2,1,334,95214.96,2,9,2,0,436.0,30,39130.93,1,1,905.55,5.0,9.0,40.0,279.0,0.41097028271310815,0.5,1.5
1,2,3,516,54415.79,2,20,1,1,597.0,10,8612.28,1,4,11013.58,2.0,10.0,21.0,419.0,0.15826512368700912,0.09523809523809523,3.3333333333333335
1,2,0,442,23248.32,3,20,1,0,730.0,24,38186.26,0,2,227828.76,4.0,4.0,58.0,-1.0,1.642467822714815,0.19047619047619047,0.8
0,1,3,617,52493.03,0,28,0,1,544.0,1,11946.46,0,2,19234.59,5.0,7.0,51.0,-1.0,0.22757749786023285,0.1724137931034483,1.1666666666666667
1,0,3,594,47748.59,2,16,0,0,818.0,25,15269.07,0,2,154747.7,1.0,5.0,43.0,-1.0,0.31977384517856594,0.058823529411764705,2.5
1,1,1,590,49473.84,2,26,2,0,331.0,2,19480.29,0,2,55125.0,4.0,2.0,34.0,-1.0,0.3937413440851957,0.14814814814814814,0.4
1,2,5,294,72143.87,1,29,2,1,437.0,3,28074.18,0,2,152186.65,2.0,10.0,31.0,-1.0,0.38913619221990425,0.06666666666666667,3.3333333333333335
0,0,0,426,97002.36,2,27,0,0,327.0,19,38771.53,1,4,55666.54,1.0,3.0,70.0,458.0,0.3996926498216144,0.03571428571428571,1.5
1,0,5,247,38554.56,0,25,2,0,642.0,21,9748.61,0,2,149681.2,2.0,1.0,26.0,-1.0,0.25284576336071896,0.07692307692307693,0.3333333333333333
1,1,4,83,9832.23,2,25,1,0,364.0,24,17308.75,0,2,192845.89,2.0,2.0,42.0,-1.0,1.7602303617427846,0.07692307692307693,0.6666666666666666
1,2,5,66,63427.06,0,7,1,0,596.0,3,14728.71,0,2,209596.75,1.0,5.0,29.0,-1.0,0.2322112642259593,0.125,2.5
1,2,5,159,71126.06,2,30,2,1,738.0,24,9718.54,0,2,239507.54,1.0,3.0,34.0,-1.0,0.13663632378450621,0.03225806451612903,1.5
0,1,1,273,97194.9,2,24,0,0,490.0,6,34799.39,0,2,64981.15,2.0,4.0,72.0,-1.0,0.3580335178747252,0.08,1.3333333333333333
1,1,4,495,63591.04,3,7,1,0,718.0,16,45937.02,0,2,237587.02,3.0,0.0,54.0,-1.0,0.722370598584351,0.375,0.0
1,0,2,96,32240.94,1,1,2,1,554.0,18,46113.7,0,2,73353.86,1.0,3.0,65.0,-1.0,1.4302396195762412,0.5,1.5
1,1,2,420,36884.84,3,12,2,0,300.0,10,38962.38,0,2,217176.14,2.0,1.0,21.0,-1.0,1.0562963999193187,0.15384615384615385,0.3333333333333333
1,2,1,274,58422.1,3,12,2,0,617.0,26,31893.52,0,2,155720.98,4.0,2.0,21.0,-1.0,0.5459059858172538,0.3076923076923077,0.4
0,2,5,345,32630.36,3,1,0,1,741.0,26,41611.19,0,2,192270.44,4.0,4.0,26.0,-1.0,1.2751901851470488,2.0,0.8
1,2,3,361,16777.27,3,24,0,0,415.0,1,46945.03,0,2,196892.28,2.0,6.0,35.0,-1.0,2.7979660596712295,0.08,2.0
1,2,5,322,27533.95,1,23,0,1,459.0,21,37577.15,0,2,143266.08,1.0,10.0,20.0,-1.0,1.364707399141818,0.041666666666666664,5.0
1,1,5,474,36737.31,3,22,0,0,808.0,10,5086.36,0,2,55379.43,3.0,0.0,29.0,-1.0,0.13844839351619603,0.13043478260869565,0.0
0,2,5,416,99187.82,1,5,0,1,591.0,13,19930.02,0,2,145149.98,1.0,3.0,46.0,-1.0,0.20093010482431387,0.16666666666666666,1.5
1,1,3,567,48457.69,1,23,1,1,541.0,15,8233.18,1,4,8755.91,3.0,6.0,34.0,413.0,0.1699010022763719,0.125,1.5
1,2,1,277,96232.8,0,17,1,0,427.0,6,20287.29,0,2,225837.08,5.0,5.0,59.0,-1.0,0.21081252117239474,0.2777777777777778,0.8333333333333334
0,0,2,219,68591.29,1,6,2,0,770.0,20,43046.73,1,3,40512.63,1.0,10.0,70.0,393.0,0.6275738862195738,0.14285714285714285,5.0
0,0,1,458,88270.84,1,20,1,0,440.0,10,21460.35,0,2,183451.36,4.0,6.0,48.0,-1.0,0.24311660434403543,0.19047619047619047,1.2
0,2,5,314,82258.78,1,2,0,0,682.0,18,30825.92,0,2,224252.49,2.0,5.0,26.0,-1.0,0.37473866329328864,0.6666666666666666,1.6666666666666667
1,1,0,526,30005.11,2,5,2,1,560.0,2,45688.06,1,0,5338.71,3.0,9.0,46.0,376.0,1.522625225329108,0.5,2.25
1,2,5,467,89799.43,0,15,0,1,383.0,19,30430.6,0,2,233077.95,1.0,10.0,68.0,-1.0,0.3388692014058285,0.0625,5.0
0,2,0,202,57932.27,3,4,2,1,620.0,5,29670.43,0,2,245327.99,5.0,7.0,43.0,-1.0,0.5121483734648502,1.0,1.1666666666666667
0,0,0,524,42011.17,2,26,0,1,574.0,8,49996.69,0,2,155617.36,4.0,7.0,65.0,-1.0,1.190052549058999,0.14814814814814814,1.4
1,0,2,587,76859.6,1,30,0,0,471.0,17,46031.57,1,3,29013.33,3.0,4.0,57.0,419.0,0.5988968340085817,0.0967741935483871,1.0
0,2,4,140,40738.42,1,11,1,0,664.0,25,12439.78,0,2,126936.91,3.0,4.0,63.0,-1.0,0.3053499534357632,0.25,1.0
0,2,3,624,59155.79,3,13,0,1,767.0,19,37963.79,0,2,107549.82,4.0,5.0,67.0,-1.0,0.6417486479574027,0.2857142857142857,1.0
0,0,5,434,17215.58,3,19,1,1,635.0,21,17215.88,1,0,4012.42,2.0,8.0,52.0,354.0,0.9999593415184664,0.1,2.6666666666666665
0,0,1,580,53775.42,0,15,0,1,323.0,10,20958.95,1,4,70725.54,3.0,10.0,25.0,399.0,0.3897423815121944,0.1875,2.5
1,0,5,23,82465.4,0,20,0,0,644.0,4,6918.05,0,2,223408.3,4.0,5.0,32.0,-1.0,0.08388931734621616,0.19047619047619047,1.0
0,2,1,417,81231.35,2,10,0,1,402.0,18,27210.44,0,2,48669.88,1.0,0.0,42.0,-1.0,0.33497048897391246,0.09090909090909091,0.0
1,0,0,545,79954.88,1,22,0,0,607.0,4,35084.11,0,2,241936.46,3.0,4.0,27.0,-1.0,0.4387933695433031,0.13043478260869565,1.0
1,2,4,422,33504.26,1,27,1,1,375.0,11,48307.21,0,2,42233.39,5.0,3.0,39.0,-1.0,1.4417798876952455,0.17857142857142858,0.5
0,0,5,109,5329.39,1,9,0,1,340.0,24,27982.86,1,3,5082.65,4.0,6.0,20.0,490.0,5.249683419036881,0.4,1.2
1,1,1,23,90344.67,3,10,1,0,707.0,22,46160.92,0,2,244111.56,4.0,7.0,65.0,-1.0,0.5109367167236681,0.36363636363636365,1.4
1,0,1,386,71308.48,1,10,2,1,801.0,11,49601.93,0,2,157231.96,3.0,0.0,42.0,-1.0,0.6955867578896944,0.2727272727272727,0.0
1,2,5,142,44292.36,1,12,0,0,402.0,3,44839.7,0,2,236665.74,3.0,2.0,74.0,-1.0,1.012334580171836,0.23076923076923078,0.5
1,2,4,303,48676.75,0,5,1,1,363.0,12,16753.51,0,2,125902.48,1.0,0.0,60.0,-1.0,0.34417182388257467,0.16666666666666666,0.0
0,2,4,480,30216.22,1,3,2,1,730.0,1,19985.89,0,2,55566.21,1.0,7.0,54.0,-1.0,0.6614073035176631,0.25,3.5
0,0,5,61,81705.0,0,23,2,1,822.0,7,5453.43,0,2,27583.54,5.0,7.0,64.0,-1.0,0.06674454752404964,0.20833333333333334,1.1666666666666667
0,2,3,590,52437.32,1,3,1,0,340.0,2,27880.16,0,2,133627.1,5.0,7.0,43.0,-1.0,0.5316753092013626,1.25,1.1666666666666667
1,1,1,62,91522.8,3,7,2,0,365.0,3,5209.1,1,3,12026.38,4.0,3.0,31.0,437.0,0.05691525045944334,0.5,0.6
1,0,4,181,82291.51,1,7,0,1,629.0,8,34517.6,0,2,201734.27,5.0,9.0,46.0,-1.0,0.41945008117992755,0.625,1.5
0,1,5,170,26835.98,0,4,2,0,786.0,19,44788.7,0,2,244920.99,4.0,10.0,59.0,-1.0,1.668917292482239,0.8,2.0
0,0,3,164,92205.61,0,28,0,0,551.0,21,26516.72,0,2,194363.14,4.0,9.0,74.0,-1.0,0.28757938286636936,0.13793103448275862,1.8
1,1,4,159,15216.25,0,25,0,1,527.0,18,19917.34,0,2,182879.36,1.0,4.0,22.0,-1.0,1.308865925183591,0.038461538461538464,2.0
0,1,5,301,84610.93,3,11,2,0,405.0,8,34309.07,0,2,165111.3,5.0,4.0,66.0,-1.0,0.4054873822166685,0.4166666666666667,0.6666666666666666
0,0,1,507,97876.94,2,17,2,1,742.0,15,2807.89,0,2,46765.32,4.0,1.0,76.0,-1.0,0.02868766956067935,0.2222222222222222,0.2
1,1,2,579,69601.23,0,24,1,1,438.0,14,48679.16,0,2,157062.11,3.0,7.0,76.0,-1.0,0.6993908097484809,0.12,1.75
1,1,4,3,49044.08,0,6,1,1,399.0,7,47636.03,0,2,248828.57,4.0,5.0,53.0,-1.0,0.9712703088668628,0.5714285714285714,1.0
1,2,1,298,6658.2,3,2,0,1,560.0,13,44035.73,0,2,233280.16,2.0,10.0,43.0,-1.0,6.6127657976934175,0.6666666666666666,3.3333333333333335
0,1,0,472,46328.79,0,17,2,1,725.0,9,18065.15,0,2,141930.54,2.0,7.0,72.0,-1.0,0.38992514319620275,0.1111111111111111,2.3333333333333335
1,1,0,113,18819.81,2,5,1,1,525.0,11,12480.76,0,2,137171.6,3.0,4.0,33.0,-1.0,0.6631361774546366,0.5,1.0
1,0,3,259,99956.5,1,2,0,0,485.0,14,7044.13,0,2,147528.24,4.0,4.0,36.0,-1.0,0.07047125028136958,1.3333333333333333,0.8
0,2,1,188,37931.44,0,3,0,0,627.0,20,20208.41,0,2,190035.73,3.0,5.0,50.0,-1.0,0.5327474320133374,0.75,1.25
0,2,0,308,90112.94,2,17,0,0,552.0,7,29090.39,0,2,18497.08,5.0,7.0,76.0,-1.0,0.32281786813449725,0.2777777777777778,1.1666666666666667
1,0,5,442,11985.1,0,19,1,1,725.0,26,38791.46,0,2,136454.44,4.0,1.0,61.0,-1.0,3.2363704624523404,0.2,0.2
